Contribution	Value	Std.Error	DF	t.value	p.value
m.A	-0.52761050960069	0.132979219082495	1397	-3.96761624290619	7.62791326228405e-05
m.B	-1.02029493763083	0.133941116122936	1397	-7.61748869327297	4.7440672925206e-14
m.C	-0.449469582062468	0.134380010894253	1397	-3.34476518547216	0.000845354868644059
m.D	-0.325723885175375	0.1349799104668	1397	-2.41312862076235	0.0159442852868047
m.A:B	-0.25506803096332	0.145212996637418	1397	-1.75650965732908	0.079220502721043
m.A:C	-0.285837588454081	0.146081678442296	1397	-1.95669704443457	0.0505820582318771
m.A:D	-0.116501029199506	0.145864666935164	1397	-0.798692593945935	0.42460444088883
m.B:C	-0.386069226749935	0.145825336845105	1397	-2.64747700984236	0.00820071735369405
m.B:D	-0.355661959073283	0.145114716076051	1397	-2.4509020772703	0.0143717206263107
m.C:D	-0.857475924686009	0.147152277379021	1397	-5.82713322524666	6.99065379901739e-09
m.A:B:C	-0.58544084181448	0.134758027870719	1397	-4.34438564488437	1.49757455992583e-05
m.A:B:D	-1.04128487851788	0.135035657943439	1397	-7.71118454470771	2.35469013865585e-14
m.A:C:D	-1.0269361332743	0.134883172367667	1397	-7.61352298621105	4.88600665030328e-14
m.B:C:D	-1.24619996757009	0.133254649167869	1397	-9.35201867516215	3.29882572318377e-20
m.A:B:C:D	-0.890190098435463	0.0883099035143868	1397	-10.0802974865717	4.07536404838235e-23
m.remainder	-0.78698945066224	0.0677849233490202	1397	-11.6100957525626	8.14779353057905e-30
genotypeabcd	7.21385382493319	0.097377023268474	1397	74.0816835717413	0
genotypeabcD	7.21208639661608	0.122037486837904	1397	59.0973034883576	0
genotypeabCd	7.02708706821608	0.122037486837904	1397	57.5813813467805	0
genotypeabCD	6.2054518274077	0.12481338925624	1397	49.7178376806032	2.62456356554215e-311
genotypeaBcd	7.05708858122851	0.121689046638985	1397	57.992800306545	0
genotypeaBcD	6.88165879655527	0.125005691337093	1397	55.0507638728066	0
genotypeaBCd	6.72719100957964	0.125026729483032	1397	53.8060224193309	0
genotypeaBCD	6.45588481890955	0.12186879278025	1397	52.9740606403693	0
genotypeAbcd	7.22256840721608	0.122037486837904	1397	59.1831952161504	0
genotypeAbcD	6.71511030562991	0.12481338925624	1397	53.8012015028602	0
genotypeAbCd	6.64589713458309	0.125005691337094	1397	53.1647564482611	0
genotypeAbCD	6.44374550161339	0.122029776437363	1397	52.8046980805616	0
genotypeABcd	6.87964513937654	0.124802240591366	1397	55.1243720207095	0
genotypeABcD	6.60458125740239	0.121688335633593	1397	54.2745631536041	0
genotypeABCd	6.68069323903838	0.122029776437363	1397	54.7464187354921	0
genotypeABCD	6.51682311488651	0.0973780876303346	1397	66.9228906982193	0
