Contribution	Value	Std.Error	DF	t.value	p.value
m.A	-0.25063395328066	0.0810612458647838	1290	-3.09190847743367	0.00203138264537978
m.B	-0.0552254047477536	0.0813268243910505	1290	-0.679055221463077	0.497224684710435
m.C	-0.902068212004822	0.0833604838912665	1290	-10.8212928943822	3.49545291640704e-26
m.D	-0.572736319189407	0.0813987748948379	1290	-7.03617861484213	3.19902383843617e-12
m.A:B	0.0144947179614828	0.0821698284314187	1290	0.176399515955915	0.860007773170456
m.A:C	0.252108607327103	0.0815303514431323	1290	3.09220557577198	0.00202936565683
m.A:D	-0.363799838562397	0.0824909394753551	1290	-4.41017935880201	1.11879445099761e-05
m.B:C	0.0242047287102861	0.0831285609971275	1290	0.291172232743479	0.77096640681496
m.B:D	0.0781093921972771	0.0815733758855865	1290	0.95753536431828	0.338476521222193
m.C:D	0.33488696055181	0.0821253612509279	1290	4.0777532719593	4.82560167075269e-05
m.remainder	-0.577311382724089	0.0705745380794223	1290	-8.18016523288329	6.72523089541744e-16
genotypeabcd	7.02566239133154	0.0941778264527219	1290	74.599963239314	0
genotypeabcD	6.84889010074976	0.103751830186033	1290	66.0122340827075	0
genotypeabCd	6.69098178220938	0.103933947082696	1290	64.377250840725	0
genotypeabCD	6.27934890204349	0.105957102054506	1290	59.2631242294011	0
genotypeaBcd	6.58245623723483	0.103724820689022	1290	63.4607627519522	0
genotypeaBcD	6.74647681335488	0.106223541053528	1290	63.5120684778827	0
genotypeaBCd	6.67267272801659	0.105689335181047	1290	63.134778136188	0
genotypeaBCD	6.25905095660773	0.104270859484241	1290	60.0268472665049	0
genotypeAbcd	6.64290724980309	0.103628941105281	1290	64.1028189514575	0
genotypeAbcD	6.67062083596651	0.105381018831244	1290	63.3000222426086	0
genotypeAbCd	6.63865089335809	0.106404078056429	1290	62.3909441688639	0
genotypeAbCD	6.30370911475814	0.104180779289208	1290	60.5074098866059	0
genotypeABcd	6.75702310916353	0.105527191366665	1290	64.0311091544695	0
genotypeABcD	6.41406144608578	0.103841221437688	1290	61.7679699572356	0
genotypeABCd	6.47079597077509	0.103911641863165	1290	62.2720982437761	0
genotypeABCD	6.27413956103862	0.0941309333636819	1290	66.6533235870296	0
