Contribution	Value	Std.Error	DF	t.value	p.value
m.A	-0.578541558989504	0.105804361504887	1286	-5.46803128680833	5.4616070607036e-08
m.B	-0.527791139746206	0.105162182811867	1286	-5.01883020715168	5.92817192788384e-07
m.C	-1.29666003918283	0.107433052672156	1286	-12.0694703066823	7.50017416096225e-32
m.D	-0.84695080528953	0.106704953488483	1286	-7.93731478811757	4.46680697339846e-15
m.A:B	0.223242436128336	0.101074011942181	1286	2.20870263125641	0.0273711550285165
m.A:C	-0.0857664973977069	0.101391339975964	1286	-0.84589568909967	0.39776830140085
m.A:D	-0.714998927025063	0.0993460742837015	1286	-7.19705264833362	1.04276801952813e-12
m.B:C	0.0150805667422793	0.101692993209732	1286	0.148295042424182	0.882133176162746
m.B:D	0.0558541299205928	0.101333986028265	1286	0.551188521341827	0.58160019538433
m.C:D	-0.240914530479366	0.103387829894712	1286	-2.33020202401684	0.0199495360551958
m.A:B:C	-0.545801578963473	0.0924684638415916	1286	-5.90256998211292	4.57239957245101e-09
m.A:B:D	-0.621345737288059	0.0920982610582205	1286	-6.74655232518746	2.28293374335956e-11
m.A:C:D	-0.431772669943974	0.0913682535649443	1286	-4.72563120227608	2.54621987258115e-06
m.B:C:D	-0.478164888061926	0.0927188885137681	1286	-5.15714646418483	2.90078978496486e-07
m.remainder	-0.547867669026413	0.0717599359274448	1286	-7.63472907194835	4.39234650433427e-14
genotypeabcd	7.01124420361383	0.0944035456430343	1286	74.2688651772176	0
genotypeabcD	6.97171918763839	0.106068502131286	1286	65.728458944477	0
genotypeabCd	6.87406164470981	0.10614964098938	1286	64.7582184983326	0
genotypeabCD	6.35164456770121	0.105968397078549	1286	59.9390454400576	0
genotypeaBcd	6.80430550805294	0.105822637969022	1286	64.2991484491701	0
genotypeaBcD	6.77314195966515	0.106039942954985	1286	63.8734968250633	0
genotypeaBCd	6.64053316490482	0.105919813121066	1286	62.6939660223412	0
genotypeaBCD	6.41133252487734	0.103998110859388	1286	61.6485479582014	0
genotypeAbcd	6.79248956104935	0.105861034643668	1286	64.1642090870648	0
genotypeAbcD	6.77653684342437	0.105861034643669	1286	64.0135141908861	0
genotypeAbCd	6.68608767776167	0.106291392077586	1286	62.9033785998519	0
genotypeAbCD	6.3818293803524	0.103998110859389	1286	61.3648587230683	0
genotypeABcd	6.76202458958841	0.106068502131286	1286	63.7514856316036	0
genotypeABcD	6.5340235448206	0.103723018699961	1286	62.9949226962003	0
genotypeABCd	6.64604207719555	0.103751201733526	1286	64.0574949123503	0
genotypeABCD	6.26759666964639	0.0939883238541332	1286	66.6848435277289	0
