Contribution	Value	Std.Error	DF	t.value	p.value
m.A	-0.539721102187943	0.106341700957999	1285	-5.07534765125785	4.4365429375012e-07
m.B	-0.486347116273475	0.105796308970736	1285	-4.59701402634002	4.70810926563634e-06
m.C	-1.24605098241584	0.108392462715897	1285	-11.4957345851787	3.50406054420874e-29
m.D	-0.79371818185144	0.107786572145765	1285	-7.36379463647898	3.18293112583957e-13
m.A:B	0.749376928659991	0.157129862796247	1285	4.76915664103725	2.06119090935788e-06
m.A:C	0.829754664035019	0.157212219787099	1285	5.27792728299806	1.53230405714205e-07
m.A:D	-0.0554853683235346	0.156522301604487	1285	-0.354488579293573	0.72303092536703
m.B:C	0.893437918587937	0.158504776141389	1285	5.63666244221545	2.12882965068066e-08
m.B:D	0.711943965512797	0.157404347691876	1285	4.52302605329842	6.65913711641022e-06
m.C:D	0.782610487501519	0.162254204148767	1285	4.82336030432815	1.58027115173635e-06
m.A:B:C	-1.38037917378206	0.225855021720745	1285	-6.11179314617504	1.30414738730888e-09
m.A:B:D	-0.881194092154916	0.224107163354869	1285	-3.93202108742755	8.87297620631904e-05
m.A:C:D	-0.538589813126515	0.228230143261605	1285	-2.35985398523439	0.0184309487585855
m.B:C:D	-1.16198509210525	0.234034404183849	1285	-4.96501826796557	7.79262467220622e-07
m.A:B:C:D	1.53003010442955	0.322615118726542	1285	4.74258649275037	2.34560321993615e-06
m.remainder	-0.49606263968557	0.073570624371379	1285	-6.74267268932615	2.34334266303054e-11
genotypeabcd	6.98490452482448	0.0939293376906727	1285	74.3633958947641	0
genotypeabcD	6.91864962193012	0.106643438405525	1285	64.8764680262943	0
genotypeabCd	6.82225640932687	0.106669899985007	1285	63.9567151585007	0
genotypeabCD	6.29727866630055	0.10668015259073	1285	59.0295243620389	0
genotypeaBcd	6.75724948885897	0.106135508690093	1285	63.6662467844726	0
genotypeaBcD	6.71490547080672	0.106931855102906	1285	62.7961187463233	0
genotypeaBCd	6.58490293317884	0.106688280727855	1285	61.7209583682004	0
genotypeaBCD	6.32203643507174	0.107299475230525	1285	58.9195466379432	0
genotypeAbcd	6.7466978721807	0.106126052298101	1285	63.5724944637506	0
genotypeAbcD	6.7307451545557	0.1061260522981	1285	63.4221758824075	0
genotypeAbCd	6.62570822984676	0.107299475230525	1285	61.7496797222158	0
genotypeAbCD	6.29253329054672	0.107299475230525	1285	58.644585884765	0
genotypeABcd	6.70895502388013	0.106643438405525	1285	62.9101529750803	0
genotypeABcD	6.44606938182205	0.106931855102905	1285	60.2820307907191	0
genotypeABCd	6.56149520357882	0.106688280727855	1285	61.5015553612318	0
genotypeABCD	6.30621860079491	0.0939240038527591	1285	67.1417139614375	0
