Contribution	Value	Std.Error	DF	t.value	p.value
m.A	-0.300083167017685	0.0888607898256917	1286	-3.37700314847893	0.000754694484509378
m.B	-0.245792511706696	0.088258803129828	1286	-2.78490646814162	0.00543286041194509
m.C	-0.98852779697848	0.0886005492552641	1286	-11.1571294454447	1.17395364716073e-27
m.D	-0.535278327017441	0.0879166104756179	1286	-6.08847775319877	1.50244739325265e-09
m.A:B	0.476206591821573	0.142429354165482	1286	3.34345819800806	0.000851221726973106
m.A:C	0.552004451531057	0.142354803194716	1286	3.8776665004834	0.000110792737523583
m.A:D	-0.36534287509286	0.137777370535028	1286	-2.65168999578184	0.00810746052705542
m.B:C	0.597802455816909	0.141830358328512	1286	4.21491183454717	2.6733090403447e-05
m.B:D	0.423893688979237	0.14154774616081	1286	2.99470461718026	0.00279963235238904
m.C:D	0.468173105066645	0.14396564862265	1286	3.25197788184721	0.00117577939714607
m.A:B:C	0.0663300917718138	0.117636384015351	1286	0.563856942110341	0.572949807809104
m.A:B:D	-0.12900005564475	0.118707398794805	1286	-1.08670611060847	0.277370355221976
m.A:C:D	0.315239327515494	0.117063636479974	1286	2.69288856039784	0.00717563388608821
m.B:C:D	0.2436951114103	0.116854782911256	1286	2.08545260484007	0.0372250058796117
m.remainder	-0.516729708572818	0.0740723989883091	1286	-6.97600881880948	4.84679592430309e-12
genotypeabcd	6.9962292498671	0.0979900492166597	1286	71.3973439731434	0
genotypeabcD	6.80057680351175	0.106436944828188	1286	63.8930102182972	0
genotypeabCd	6.70456040627898	0.106453795683466	1286	62.9809427013252	0
genotypeabCD	6.2074325001432	0.108077089809557	1286	57.4352299000775	0
genotypeaBcd	6.6483177207282	0.106454668215482	1286	62.4521012763	0
genotypeaBcD	6.62042549034622	0.108140323348888	1286	61.2206925716973	0
genotypeaBCd	6.49467995165102	0.108091225235572	1286	60.0851728481809	0
genotypeaBCD	6.19734039265912	0.106569802727332	1286	58.1528747736874	0
genotypeAbcd	6.63814291942038	0.106437790347657	1286	62.3664104425532	0
genotypeAbcD	6.64789902776301	0.107898983061683	1286	61.6122491531044	0
genotypeAbCd	6.52672101340183	0.108250089966057	1286	60.2929846566254	0
genotypeAbCD	6.16783724813417	0.106569802727333	1286	57.8760313924485	0
genotypeABcd	6.61659103142943	0.108011895241299	1286	61.2579847492535	0
genotypeABcD	6.32525352297188	0.106470826010144	1286	59.4083258297368	0
genotypeABCd	6.44556339608334	0.106527467951497	1286	60.5061165916201	0
genotypeABCD	6.31775266770996	0.0979855923165281	1286	64.4763430862507	0
