Contribution	Value	Std.Error	DF	t.value	p.value
m.A	-0.360705131626618	0.100154395320515	1286	-3.6014907830284	0.000328450905022095
m.B	-0.305453658482279	0.0996089928912667	1286	-3.06652692308327	0.0022107953140147
m.C	-1.05073187573875	0.101205630950873	1286	-10.3821483633533	2.64461493221031e-24
m.D	-0.596521587944547	0.100597494448513	1286	-5.92978573884717	3.89247064566097e-09
m.A:B	0.397958903938982	0.138971331461813	1286	2.86360431142832	0.00425649666101529
m.A:C	0.460032131751089	0.137546027439491	1286	3.34456865323476	0.000847850868521427
m.A:D	-0.441387152505798	0.135265303237425	1286	-3.26312174624006	0.00113087415480405
m.B:C	0.507412250188248	0.137428341235304	1286	3.69219511512156	0.000231637676313379
m.B:D	0.330072271075051	0.136675545037513	1286	2.41500607138209	0.0158737286593166
m.C:D	0.378404195756251	0.140045455309989	1286	2.70200982187288	0.00698282186540154
m.A:B:C	-0.649549397063048	0.16518807921942	1286	-3.93218082159699	8.86679554018006e-05
m.A:B:D	-0.129944849805384	0.159206934446152	1286	-0.816200941607447	0.414536374905637
m.A:C:D	0.243026859169481	0.160551871656335	1286	1.51369682995465	0.130348465193472
m.B:C:D	-0.369972860667856	0.166450442091994	1286	-2.22272080517143	0.0264079799347428
m.remainder	-0.505827305290835	0.0742536836644864	1286	-6.81215099814312	1.47274611723851e-11
genotypeabcd	6.99037703858511	0.0951899792085303	1286	73.4360601473761	0
genotypeabcD	6.82521402940799	0.106154412098138	1286	64.2951516993771	0
genotypeabCd	6.72961493454959	0.106174961467968	1286	63.3823157692395	0
genotypeabCD	6.30788081579943	0.107981139017229	1286	58.4165056343122	0
genotypeaBcd	6.67231820399737	0.105899705030639	1286	63.0060131146441	0
genotypeaBcD	6.72169494145895	0.108226886747719	1286	62.1074406134168	0
genotypeaBCd	6.5947109649328	0.10798818204936	1286	61.0688210485701	0
genotypeaBCD	6.22978168177233	0.10678384757689	1286	58.340112508931	0
genotypeAbcd	6.66256070506402	0.105887491842871	1286	62.9211306180599	0
genotypeAbcD	6.7409605825767	0.107453223517642	1286	62.7339074799368	0
genotypeAbCd	6.62780607168504	0.108581037622202	1286	61.0401799137886	0
genotypeAbCD	6.20027853724734	0.106783847576891	1286	58.0638240515053	0
genotypeABcd	6.70987202649567	0.107961168422115	1286	62.1507911090857	0
genotypeABcD	6.3560390718795	0.106505124284849	1286	59.6782466060524	0
genotypeABCd	6.47695064019508	0.106437184508956	1286	60.8523296635121	0
genotypeABCD	6.31213229108047	0.0951852823343783	1286	66.314162612939	0
