replicate	genotype	treatment	flat	pot	colony
Bac025	_Col	avrRpt2	flatavrRpt2c1	potavrRpt2c07	4.429641435
Bac025	dde2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	4.451917829
Bac025	dde2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.62070985
Bac025	dde2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	4.451917829
Bac025	dde2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	4.752947825
Bac025	dde2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.368371778
Bac025	dde2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.053977821
Bac025	dde2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.598045865
Bac025	dde2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	4.694955878
Bac025	ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.694955878
Bac025	ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	4.995985874
Bac025	ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	4.96380119
Bac025	ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	5.752947825
Bac025	ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.62070985
Bac025	ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.849857838
Bac025	ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.929039084
Bac025	ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.521955696
Bac025	pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c01	4.747484929
Bac025	pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c01	4.605732694
Bac025	pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c03	4.493310515
Bac025	pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c03	4.694955878
Bac025	pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c05	4.694955878
Bac025	pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c05	4.752947825
Bac025	pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c07	4.473107129
Bac025	pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c07	4.789377091
Bac025	sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.08030676
Bac025	sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.393925883
Bac025	sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	4.929039084
Bac025	sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	5.393925883
Bac025	sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.025949097
Bac025	sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.211585674
Bac025	sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	4.662771195
Bac025	sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	5.23006908
Bac025	dde2/ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	4.96380119
Bac025	dde2/ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.521955696
Bac025	dde2/ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	4.628009089
Bac025	dde2/ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	4.96380119
Bac025	dde2/ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.192280519
Bac025	dde2/ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.326979093
Bac025	dde2/ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	5.565861182
Bac025	dde2/ein2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	4.150887834
Bac025	dde2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.804100348
Bac025	dde2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c02	6.025949097
Bac025	dde2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c04	5.548827842
Bac025	dde2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c04	6.128611439
Bac025	dde2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c06	6.150887834
Bac025	dde2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c06	6.211585674
Bac025	dde2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.752947825
Bac025	dde2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.995985874
Bac025	dde2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.628009089
Bac025	dde2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.393925883
Bac025	dde2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	5.662771195
Bac025	dde2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	5.053977821
Bac025	dde2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.493310515
Bac025	dde2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.574133708
Bac025	dde2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	5.406160339
Bac025	dde2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	5.406160339
Bac025	ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.281221602
Bac025	ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.192280519
Bac025	ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c03	5.053977821
Bac025	ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c03	4.393925883
Bac025	ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c05	4.849857838
Bac025	ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.393925883
Bac025	ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c07	5.150887834
Bac025	ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c07	5.172077133
Bac025	ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	4.995985874
Bac025	ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.264831186
Bac025	ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	4.804100348
Bac025	ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	5.531099076
Bac025	ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.642249528
Bac025	ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.128611439
Bac025	ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	4.929039084
Bac025	ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.247797847
Bac025	pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.628009089
Bac025	pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.752947825
Bac025	pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	6.662771195
Bac025	pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	5.891250523
Bac025	pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	6.053977821
Bac025	pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	6.406160339
Bac025	pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.694955878
Bac025	pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	6.393925883
Bac025	dde2/ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.656037812
Bac025	dde2/ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.804100348
Bac025	dde2/ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c04	5.694955878
Bac025	dde2/ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c04	5.548827842
Bac025	dde2/ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.804100348
Bac025	dde2/ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.804100348
Bac025	dde2/ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.635187673
Bac025	dde2/ein2/pad4	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.849857838
Bac025	dde2/ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.548827842
Bac025	dde2/ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.297015869
Bac025	dde2/ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	5.312255836
Bac025	dde2/ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	6.053977821
Bac025	dde2/ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.995985874
Bac025	dde2/ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.312255836
Bac025	dde2/ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	4.849857838
Bac025	dde2/ein2/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.247797847
Bac025	dde2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.548827842
Bac025	dde2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.891250523
Bac025	dde2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	6.172077133
Bac025	dde2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	5.605732694
Bac025	dde2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.849857838
Bac025	dde2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.752947825
Bac025	dde2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	5.929039084
Bac025	dde2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	6.211585674
Bac025	ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	5.995985874
Bac025	ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	6.211585674
Bac025	ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	5.804100348
Bac025	ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	5.995985874
Bac025	ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.451917829
Bac025	ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	5.849857838
Bac025	ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	6.053977821
Bac025	ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	5.548827842
Bac025	dde2/ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	6.574133708
Bac025	dde2/ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c01	6.341219532
Bac025	dde2/ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	6.23006908
Bac025	dde2/ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c03	6.326979093
Bac025	dde2/ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	6.297015869
Bac025	dde2/ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c05	6.574133708
Bac025	dde2/ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	6.540053918
Bac025	dde2/ein2/pad4/sid2	avrRpt2	flatavrRpt2c1	potavrRpt2c07	6.565861182
Bac025	rpm1/rps2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	6.247797847
Bac025	rpm1/rps2	avrRpt2	flatavrRpt2c1	potavrRpt2c02	6.418059562
Bac025	rpm1/rps2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	6.381336755
Bac025	rpm1/rps2	avrRpt2	flatavrRpt2c1	potavrRpt2c04	6.355007816
Bac025	rpm1/rps2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	6.540053918
Bac025	rpm1/rps2	avrRpt2	flatavrRpt2c1	potavrRpt2c06	6.341219532
Bac025	rpm1/rps2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	6.540053918
Bac025	rpm1/rps2	avrRpt2	flatavrRpt2c1	potavrRpt2c08	6.429641435
Bac025	npr1	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.521955696
Bac025	npr1	avrRpt2	flatavrRpt2c1	potavrRpt2c02	5.752947825
Bac025	npr1	avrRpt2	flatavrRpt2c1	potavrRpt2c04	5.297015869
Bac025	npr1	avrRpt2	flatavrRpt2c1	potavrRpt2c04	5.381336755
Bac025	npr1	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.503070352
Bac025	npr1	avrRpt2	flatavrRpt2c1	potavrRpt2c06	5.473107129
Bac025	npr1	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.582251598
Bac025	npr1	avrRpt2	flatavrRpt2c1	potavrRpt2c08	5.662771195
Bac059	_Col	avrRpt2	flatavrRpt2d1	potavrRpt2d02	4.150887834
Bac059	_Col	avrRpt2	flatavrRpt2d1	potavrRpt2d02	4.23006908
Bac059	_Col	avrRpt2	flatavrRpt2d1	potavrRpt2d04	4.128611439
Bac059	_Col	avrRpt2	flatavrRpt2d1	potavrRpt2d04	4.23006908
Bac059	_Col	avrRpt2	flatavrRpt2d1	potavrRpt2d06	4.548827842
Bac059	_Col	avrRpt2	flatavrRpt2d1	potavrRpt2d06	4.312255836
Bac059	_Col	avrRpt2	flatavrRpt2d1	potavrRpt2d08	3.995985874
Bac059	_Col	avrRpt2	flatavrRpt2d1	potavrRpt2d08	4.741952441
Bac059	_Col	avrRpt2	flatavrRpt2d2	potavrRpt2d10	3.929039084
Bac059	_Col	avrRpt2	flatavrRpt2d2	potavrRpt2d10	4.326979093
Bac059	_Col	avrRpt2	flatavrRpt2d2	potavrRpt2d12	4.440922445
Bac059	_Col	avrRpt2	flatavrRpt2d2	potavrRpt2d12	4.105130343
Bac059	_Col	avrRpt2	flatavrRpt2d2	potavrRpt2d14	3.768935931
Bac059	_Col	avrRpt2	flatavrRpt2d2	potavrRpt2d14	3.929039084
Bac059	_Col	avrRpt2	flatavrRpt2d2	potavrRpt2d16	3.849857838
Bac059	_Col	avrRpt2	flatavrRpt2d2	potavrRpt2d16	3.628009089
Bac059	dde2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	4.247797847
Bac059	dde2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	4.891250523
Bac059	dde2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	4.355007816
Bac059	dde2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	4.752947825
Bac059	dde2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	4.694955878
Bac059	dde2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	4.326979093
Bac059	dde2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	4.393925883
Bac059	dde2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	4.192280519
Bac059	dde2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.341219532
Bac059	dde2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.025949097
Bac059	dde2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.79434051
Bac059	dde2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.662771195
Bac059	dde2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	4.503070352
Bac059	dde2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	4.069965926
Bac059	dde2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.211585674
Bac059	dde2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.053977821
Bac059	ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	4.08030676
Bac059	ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	3.451917829
Bac059	ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	4.01122584
Bac059	ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	3.694955878
Bac059	ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	4.574133708
Bac059	ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	3.929039084
Bac059	ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	3.628009089
Bac059	ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	4.105130343
Bac059	ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.341219532
Bac059	ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.393925883
Bac059	ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.025949097
Bac059	ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	3.628009089
Bac059	ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	3.473107129
Bac059	ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	3.694955878
Bac059	ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.025949097
Bac059	ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.440922445
Bac059	pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d01	4.891250523
Bac059	pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d01	5.281221602
Bac059	pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d03	4.891250523
Bac059	pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d03	4.995985874
Bac059	pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d05	4.628009089
Bac059	pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d05	4.694955878
Bac059	pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d07	4.694955878
Bac059	pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d07	4.192280519
Bac059	pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.503070352
Bac059	pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.929039084
Bac059	pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.804100348
Bac059	pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.628009089
Bac059	pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d13	4.752947825
Bac059	pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d13	4.312255836
Bac059	pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.451917829
Bac059	pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.462641695
Bac059	sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	4.73067143
Bac059	sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	4.752947825
Bac059	sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	5.128611439
Bac059	sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	5.105130343
Bac059	sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	5.312255836
Bac059	sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	4.724919102
Bac059	sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	4.804100348
Bac059	sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	5.211585674
Bac059	sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.628009089
Bac059	sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.682366751
Bac059	sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	5.08030676
Bac059	sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	5.053977821
Bac059	sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	5.053977821
Bac059	sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	4.51261567
Bac059	sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.694955878
Bac059	sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.503070352
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	4.105130343
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	3.548827842
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	4.451917829
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	4.531099076
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	3.883281594
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	3.548827842
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	4.768935931
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	3.849857838
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.211585674
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.08030676
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.150887834
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.381336755
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	4.642249528
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	3.694955878
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.483326294
Bac059	dde2/ein2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	4.025949097
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d01	5.565861182
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d01	5.694955878
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d03	5.326979093
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d03	5.331300467
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d05	5.96380119
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d05	5.574133708
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d07	5.649198388
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d07	5.929039084
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d09	5.682366751
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d09	5.198162701
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d11	5.150887834
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d11	5.137659568
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d13	5.114675661
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d13	5.326979093
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d15	5.368371778
Bac059	dde2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d15	5.548827842
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	5.574133708
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	5.297015869
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	5.483326294
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	5.393925883
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	5.053977821
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	5.312255836
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	5.247797847
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	5.23006908
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	5.150887834
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.628009089
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.93976295
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	5.247797847
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	5.025949097
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	4.995985874
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	5.08030676
Bac059	dde2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	5.297015869
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d02	5.211585674
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d02	5.172077133
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d04	5.025949097
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d04	4.574133708
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d06	4.752947825
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d06	4.462641695
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d08	4.983396747
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d1	potavrRpt2d08	4.694955878
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d10	4.73067143
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d10	4.891250523
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d12	4.849857838
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d12	4.694955878
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d14	4.995985874
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d14	4.503070352
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d16	4.150887834
Bac059	ein2/pad4	avrRpt2	flatavrRpt2d2	potavrRpt2d16	4.326979093
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	5.669401774
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d01	5.451917829
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	5.341219532
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d03	4.891250523
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	4.763671691
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d05	5.128611439
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	5.069965926
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d07	5.548827842
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	5.662771195
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d09	4.929039084
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.694955878
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d11	4.818340787
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	5.025949097
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d13	4.849857838
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	5.341219532
Bac059	ein2/sid2	avrRpt2	flatavrRpt2d2	potavrRpt2d15	5.08030676
Bac059	pad4/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d02	6.548827842
Bac059	pad4/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d02	6.247797847
Bac059	pad4/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d04	6.605732694
Bac059	pad4/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d04	6.451917829
Bac059	pad4/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d06	5.891250523
Bac059	pad4/sid2	avrRpt2	flatavrRpt2d1	potavrRpt2d06	5.929039084
